,Orig,OrigCode,Dest,DestCode,Total,WorksFromHome,Underground,Train,Bus,Taxi,CarDrive,CarPass,Motobike,Bicycle,Walk,Other,OrigCodeNew,DestCodeNew,Oi1_origpop,Oi2_origsal,Dj1_destpop,Dj2_destsal,TotalNoIntra,offset,Dist
614,Islington,00AU,Kingston upon Thames,00AX,50,0,22,20,0,0,8,0,0,0,0,0,E09000019,E09000021,82000,18700,77000,19500,50,0.0,21674.422077096173
615,Islington,00AU,Lambeth,00AY,1191,0,611,51,174,7,182,30,20,75,38,3,E09000019,E09000022,82000,18700,119000,18200,1191,0.0,10544.474112499958
616,Islington,00AU,Lewisham,00AZ,152,0,42,16,25,0,54,6,0,6,3,0,E09000019,E09000023,82000,18700,113000,18000,152,0.0,12777.830920426055
617,Islington,00AU,Merton,00BA,131,0,68,11,6,0,37,0,3,0,3,3,E09000019,E09000024,82000,18700,96000,18500,131,0.0,16553.140314792534
618,Islington,00AU,Newham,00BB,348,0,103,54,24,0,138,6,6,7,10,0,E09000019,E09000025,82000,18700,88000,15300,348,0.0,10530.420499646878
619,Islington,00AU,Redbridge,00BC,117,0,27,14,8,0,65,0,0,0,3,0,E09000019,E09000026,82000,18700,118000,17200,117,0.0,13549.206893789456
620,Islington,00AU,Richmond upon Thames,00BD,118,0,30,47,6,0,29,0,3,3,0,0,E09000019,E09000027,82000,18700,94000,23400,118,0.0,18311.81325325202
621,Islington,00AU,Southwark,00BE,1883,0,914,104,299,3,280,15,43,121,101,3,E09000019,E09000028,82000,18700,97000,16900,1883,0.0,8633.726639823008
622,Islington,00AU,Sutton,00BF,56,0,6,29,3,0,12,3,3,0,0,0,E09000019,E09000029,82000,18700,98000,17600,56,0.0,21255.96250569568
623,Islington,00AU,Tower Hamlets,00BG,2837,0,1215,113,445,45,641,45,57,157,113,6,E09000019,E09000030,82000,18700,76000,19100,2837,0.0,6385.432946599303
624,Islington,00AU,Waltham Forest,00BH,393,0,110,31,51,3,151,14,8,7,18,0,E09000019,E09000031,82000,18700,99000,16600,393,0.0,8452.162193762017
625,Islington,00AU,Wandsworth,00BJ,490,0,281,22,31,3,107,3,13,27,3,0,E09000019,E09000032,82000,18700,143000,21700,490,0.0,11960.854579552035
626,Islington,00AU,Westminster,00BK,12835,0,7219,321,2839,89,776,101,201,704,558,27,E09000019,E09000033,82000,18700,95000,21900,12835,0.0,5228.06814469549
627,Kensington and Chelsea,00AW,City of London,00AA,10098,0,8005,171,163,335,781,158,275,131,56,23,E09000020,E09000001,75000,25900,12000,38300,10098,0.0,7080.238142039241
628,Kensington and Chelsea,00AW,Barking and Dagenham,00AB,22,0,6,0,3,0,13,0,0,0,0,0,E09000020,E09000002,75000,25900,56000,16200,22,0.0,23075.466666795128
629,Kensington and Chelsea,00AW,Barnet,00AC,232,0,85,13,30,0,91,0,8,0,5,0,E09000020,E09000003,75000,25900,159000,18700,232,0.0,12831.554802729635
630,Kensington and Chelsea,00AW,Bexley,00AD,20,0,4,0,0,0,13,0,0,0,3,0,E09000020,E09000004,75000,25900,112000,18300,20,0.0,23667.715114386578
631,Kensington and Chelsea,00AW,Brent,00AE,548,0,113,15,118,6,247,6,13,9,21,0,E09000020,E09000005,75000,25900,127000,16500,548,0.0,8259.105420347163
632,Kensington and Chelsea,00AW,Bromley,00AF,64,0,5,29,10,0,17,0,0,0,3,0,E09000020,E09000006,75000,25900,164000,19100,64,0.0,22222.392665879444
633,Kensington and Chelsea,00AW,Camden,00AG,3554,0,2153,90,408,71,469,43,88,125,99,8,E09000020,E09000007,75000,25900,101000,19800,3554,0.0,5576.654307481658
634,Kensington and Chelsea,00AW,Croydon,00AH,165,0,29,77,8,0,35,6,6,0,4,0,E09000020,E09000008,75000,25900,153000,18300,165,0.0,17796.649646552367
635,Kensington and Chelsea,00AW,Ealing,00AJ,861,0,243,46,113,3,381,17,11,14,26,7,E09000020,E09000009,75000,25900,141000,17500,861,0.0,9920.977306425084
636,Kensington and Chelsea,00AW,Enfield,00AK,48,0,11,5,3,0,26,0,3,0,0,0,E09000020,E09000010,75000,25900,128000,17500,48,0.0,18181.267361635106
637,Kensington and Chelsea,00AW,Greenwich,00AL,54,0,17,7,3,0,15,0,3,6,3,0,E09000020,E09000011,75000,25900,91000,18600,54,0.0,17462.23710079656
638,Kensington and Chelsea,00AW,Hackney,00AM,445,0,282,20,19,0,70,6,25,17,6,0,E09000020,E09000012,75000,25900,72000,17700,445,0.0,10595.217657316165
639,Kensington and Chelsea,00AW,Hammersmith and Fulham,00AN,3679,0,984,95,678,32,863,73,59,216,669,10,E09000020,E09000013,75000,25900,83000,21000,3679,0.0,2099.942507137208
640,Kensington and Chelsea,00AW,Haringey,00AP,123,0,50,9,15,3,31,3,4,0,8,0,E09000020,E09000014,75000,25900,90000,19100,123,0.0,11529.864005070947
641,Kensington and Chelsea,00AW,Harrow,00AQ,106,0,34,0,11,0,52,0,3,3,3,0,E09000020,E09000015,75000,25900,100000,19300,106,0.0,14904.291106081771
642,Kensington and Chelsea,00AW,Havering,00AR,18,0,7,3,0,0,8,0,0,0,0,0,E09000020,E09000016,75000,25900,114000,17400,18,0.0,29446.4397880831
643,Kensington and Chelsea,00AW,Hillingdon,00AS,576,0,145,37,18,6,352,6,6,0,6,0,E09000020,E09000017,75000,25900,113000,17600,576,0.0,18149.61382740634
644,Kensington and Chelsea,00AW,Hounslow,00AT,788,0,269,38,58,3,357,17,10,27,9,0,E09000020,E09000018,75000,25900,101000,16500,788,0.0,12616.956623212585
645,Kensington and Chelsea,00AW,Islington,00AU,1816,0,1193,48,84,73,257,17,53,68,20,3,E09000020,E09000019,75000,25900,82000,18700,1816,0.0,7746.719617404793
646,Kensington and Chelsea,00AW,Kensington and Chelsea,00AW,25882,10259,2147,321,1692,215,3292,242,159,630,6559,366,E09000020,E09000020,75000,25900,75000,25900,0,1e-10,0.0
647,Kensington and Chelsea,00AW,Kingston upon Thames,00AX,112,0,20,24,11,0,57,0,0,0,0,0,E09000020,E09000021,75000,25900,77000,19500,112,0.0,14220.004821499562
648,Kensington and Chelsea,00AW,Lambeth,00AY,1029,0,514,41,89,11,248,21,19,43,37,6,E09000020,E09000022,75000,25900,119000,18200,1029,0.0,7357.124466627845
649,Kensington and Chelsea,00AW,Lewisham,00AZ,78,0,28,6,3,0,35,3,0,0,3,0,E09000020,E09000023,75000,25900,113000,18000,78,0.0,13315.703711206908
650,Kensington and Chelsea,00AW,Merton,00BA,208,0,100,13,3,0,76,0,3,7,6,0,E09000020,E09000024,75000,25900,96000,18500,208,0.0,10157.148298173597
651,Kensington and Chelsea,00AW,Newham,00BB,68,0,32,3,14,0,10,0,3,3,3,0,E09000020,E09000025,75000,25900,88000,15300,68,0.0,16200.971770571774
652,Kensington and Chelsea,00AW,Redbridge,00BC,30,0,8,6,0,0,16,0,0,0,0,0,E09000020,E09000026,75000,25900,118000,17200,30,0.0,20833.33670036575
653,Kensington and Chelsea,00AW,Richmond upon Thames,00BD,300,0,82,12,32,0,145,3,4,22,0,0,E09000020,E09000027,75000,25900,94000,23400,300,0.0,10581.58196379477
654,Kensington and Chelsea,00AW,Southwark,00BE,1168,0,754,47,52,7,205,12,34,25,20,12,E09000020,E09000028,75000,25900,97000,16900,1168,0.0,8737.140167712329
655,Kensington and Chelsea,00AW,Sutton,00BF,67,0,3,18,3,3,31,3,3,0,3,0,E09000020,E09000029,75000,25900,98000,17600,67,0.0,15508.519394615107
656,Kensington and Chelsea,00AW,Tower Hamlets,00BG,2957,0,2096,38,29,85,533,73,62,15,9,17,E09000020,E09000030,75000,25900,76000,19100,2957,0.0,11055.86498592872
657,Kensington and Chelsea,00AW,Waltham Forest,00BH,68,0,32,6,6,0,15,0,3,3,3,0,E09000020,E09000031,75000,25900,99000,16600,68,0.0,16177.71032208405
658,Kensington and Chelsea,00AW,Wandsworth,00BJ,1085,0,186,35,202,10,457,18,23,55,92,7,E09000020,E09000032,75000,25900,143000,21700,1085,0.0,5492.41410009338
659,Kensington and Chelsea,00AW,Westminster,00BK,15947,0,6262,291,3923,554,1857,286,361,672,1684,57,E09000020,E09000033,75000,25900,95000,21900,15947,0.0,2590.673702458184
660,Kingston upon Thames,00AX,City of London,00AA,2875,0,151,2480,13,3,153,12,51,9,0,3,E09000021,E09000001,77000,19500,12000,38300,2875,0.0,19513.612655594683
661,Kingston upon Thames,00AX,Barking and Dagenham,00AB,9,0,3,0,0,0,6,0,0,0,0,0,E09000021,E09000002,77000,19500,56000,16200,9,0.0,33960.70529980273
662,Kingston upon Thames,00AX,Barnet,00AC,104,0,16,37,0,0,45,3,0,0,0,3,E09000021,E09000003,77000,19500,159000,18700,104,0.0,25931.784606194546
663,Kingston upon Thames,00AX,Bexley,00AD,35,0,0,6,3,0,23,0,0,0,3,0,E09000021,E09000004,77000,19500,112000,18300,35,0.0,30937.3548574348
664,Kingston upon Thames,00AX,Brent,00AE,184,0,11,27,6,0,111,4,18,4,3,0,E09000021,E09000005,77000,19500,127000,16500,184,0.0,19030.185780517833
665,Kingston upon Thames,00AX,Bromley,00AF,72,0,3,10,0,0,53,3,0,0,3,0,E09000021,E09000006,77000,19500,164000,19100,72,0.0,23626.82281200001
666,Kingston upon Thames,00AX,Camden,00AG,1547,0,93,1247,13,0,125,6,54,6,0,3,E09000021,E09000007,77000,19500,101000,19800,1547,0.0,19794.28693640315
667,Kingston upon Thames,00AX,Croydon,00AH,638,0,53,153,8,0,380,9,20,6,9,0,E09000021,E09000008,77000,19500,153000,18300,638,0.0,14371.739506829988
668,Kingston upon Thames,00AX,Ealing,00AJ,469,0,20,41,26,0,333,15,25,5,4,0,E09000021,E09000009,77000,19500,141000,17500,469,0.0,15280.959271094642
669,Kingston upon Thames,00AX,Enfield,00AK,42,0,6,11,3,0,19,3,0,0,0,0,E09000021,E09000010,77000,19500,128000,17500,42,0.0,32381.106140921365
670,Kingston upon Thames,00AX,Greenwich,00AL,58,0,0,25,3,3,21,0,3,0,3,0,E09000021,E09000011,77000,19500,91000,18600,58,0.0,25684.689219998272
671,Kingston upon Thames,00AX,Hackney,00AM,176,0,14,134,0,0,22,0,6,0,0,0,E09000021,E09000012,77000,19500,72000,17700,176,0.0,23992.638344122428
672,Kingston upon Thames,00AX,Hammersmith and Fulham,00AN,1327,0,195,216,97,0,648,35,76,51,6,3,E09000021,E09000013,77000,19500,83000,21000,1327,0.0,12770.996338171719
673,Kingston upon Thames,00AX,Haringey,00AP,32,0,0,14,3,0,12,0,3,0,0,0,E09000021,E09000014,77000,19500,90000,19100,32,0.0,25741.151480801138
674,Kingston upon Thames,00AX,Harrow,00AQ,68,0,13,10,3,0,33,6,3,0,0,0,E09000021,E09000015,77000,19500,100000,19300,68,0.0,23643.529076993447
675,Kingston upon Thames,00AX,Havering,00AR,24,0,0,5,3,0,16,0,0,0,0,0,E09000021,E09000016,77000,19500,114000,17400,24,0.0,40274.4532192551
676,Kingston upon Thames,00AX,Hillingdon,00AS,1070,0,21,25,92,6,843,27,39,11,3,3,E09000021,E09000017,77000,19500,113000,17600,1070,0.0,20334.600568636906
677,Kingston upon Thames,00AX,Hounslow,00AT,1484,0,11,105,142,0,1091,35,44,44,9,3,E09000021,E09000018,77000,19500,101000,16500,1484,0.0,10524.106252556272
678,Kingston upon Thames,00AX,Islington,00AU,710,0,63,535,6,3,80,3,12,5,3,0,E09000021,E09000019,77000,19500,82000,18700,710,0.0,21674.422077096173
679,Kingston upon Thames,00AX,Kensington and Chelsea,00AW,847,0,239,212,51,0,264,19,38,15,6,3,E09000021,E09000020,77000,19500,75000,25900,847,0.0,14220.004821499562
680,Kingston upon Thames,00AX,Kingston upon Thames,00AX,33432,6783,207,1096,4019,233,11505,1088,307,1453,6585,156,E09000021,E09000021,77000,19500,77000,19500,0,1e-10,0.0
681,Kingston upon Thames,00AX,Lambeth,00AY,1028,0,27,606,14,3,314,12,25,13,8,6,E09000021,E09000022,77000,19500,119000,18200,1028,0.0,13831.20219400879
682,Kingston upon Thames,00AX,Lewisham,00AZ,70,0,0,23,0,0,41,0,6,0,0,0,E09000021,E09000023,77000,19500,113000,18000,70,0.0,19724.074859797638
683,Kingston upon Thames,00AX,Merton,00BA,3041,0,31,401,251,0,1965,116,62,98,105,12,E09000021,E09000024,77000,19500,96000,18500,3041,0.0,6704.314962105797
684,Kingston upon Thames,00AX,Newham,00BB,71,0,7,25,6,0,27,3,0,0,3,0,E09000021,E09000025,77000,19500,88000,15300,71,0.0,27340.037259985962
685,Kingston upon Thames,00AX,Redbridge,00BC,31,0,6,9,8,0,8,0,0,0,0,0,E09000021,E09000026,77000,19500,118000,17200,31,0.0,33447.73811711756
686,Kingston upon Thames,00AX,Richmond upon Thames,00BD,3788,0,31,340,678,0,2130,108,92,249,150,10,E09000021,E09000027,77000,19500,94000,23400,3788,0.0,6353.175269373866
687,Kingston upon Thames,00AX,Southwark,00BE,1038,0,18,791,11,0,182,5,19,9,0,3,E09000021,E09000028,77000,19500,97000,16900,1038,0.0,17643.713029939037
688,Kingston upon Thames,00AX,Sutton,00BF,1190,0,6,37,117,0,881,33,28,36,49,3,E09000021,E09000029,77000,19500,98000,17600,1190,0.0,8135.596314118734
689,Kingston upon Thames,00AX,Tower Hamlets,00BG,825,0,77,605,6,0,108,5,20,4,0,0,E09000021,E09000030,77000,19500,76000,19100,825,0.0,22575.222763222253
690,Kingston upon Thames,00AX,Waltham Forest,00BH,20,0,3,7,0,0,10,0,0,0,0,0,E09000021,E09000031,77000,19500,99000,16600,20,0.0,29808.164195224945
691,Kingston upon Thames,00AX,Wandsworth,00BJ,2395,0,26,400,200,3,1564,67,60,58,17,0,E09000021,E09000032,77000,19500,143000,21700,2395,0.0,9994.20425963176
692,Kingston upon Thames,00AX,Westminster,00BK,5419,0,434,4071,69,11,583,51,128,54,12,6,E09000021,E09000033,77000,19500,95000,21900,5419,0.0,16501.282579288552
693,Lambeth,00AY,City of London,00AA,9697,0,5343,2284,723,47,449,41,216,370,209,15,E09000022,E09000001,119000,18200,12000,38300,9697,0.0,6975.079243129483
694,Lambeth,00AY,Barking and Dagenham,00AB,64,0,9,5,6,0,44,0,0,0,0,0,E09000022,E09000002,119000,18200,56000,16200,64,0.0,20134.468150418517
695,Lambeth,00AY,Barnet,00AC,406,0,180,54,48,0,95,3,5,9,12,0,E09000022,E09000003,119000,18200,159000,18700,406,0.0,19131.167585145315
696,Lambeth,00AY,Bexley,00AD,136,0,11,22,11,0,85,0,4,0,3,0,E09000022,E09000004,119000,18200,112000,18300,136,0.0,18131.70634997524
697,Lambeth,00AY,Brent,00AE,477,0,190,63,22,3,166,10,5,9,9,0,E09000022,E09000005,119000,18200,127000,16500,477,0.0,15602.13041145462
698,Lambeth,00AY,Bromley,00AF,826,0,43,184,125,0,398,30,19,12,12,3,E09000022,E09000006,119000,18200,164000,19100,826,0.0,14916.055564644135
699,Lambeth,00AY,Camden,00AG,8090,0,4502,1297,885,23,611,40,208,407,106,11,E09000022,E09000007,119000,18200,101000,19800,8090,0.0,10648.901773364058
700,Lambeth,00AY,Croydon,00AH,3143,0,129,500,960,10,1222,73,33,67,137,12,E09000022,E09000008,119000,18200,153000,18300,3143,0.0,11170.522614282398
701,Lambeth,00AY,Ealing,00AJ,667,0,282,67,43,6,234,0,16,13,3,3,E09000022,E09000009,119000,18200,141000,17500,667,0.0,16629.01602000381
702,Lambeth,00AY,Enfield,00AK,150,0,62,26,9,0,44,3,3,0,3,0,E09000022,E09000010,119000,18200,128000,17500,150,0.0,22038.3600931172
703,Lambeth,00AY,Greenwich,00AL,595,0,77,90,81,0,292,9,12,9,22,3,E09000022,E09000011,119000,18200,91000,18600,595,0.0,12295.634208381374
704,Lambeth,00AY,Hackney,00AM,1469,0,733,224,136,0,238,13,39,64,19,3,E09000022,E09000012,119000,18200,72000,17700,1469,0.0,11596.786032348487
705,Lambeth,00AY,Hammersmith and Fulham,00AN,3376,0,1536,524,220,6,711,30,108,208,27,6,E09000022,E09000013,119000,18200,83000,21000,3376,0.0,8464.701587947266
706,Lambeth,00AY,Haringey,00AP,373,0,195,39,35,0,79,6,3,4,12,0,E09000022,E09000014,119000,18200,90000,19100,373,0.0,15208.194204071979
707,Lambeth,00AY,Harrow,00AQ,89,0,43,15,3,0,25,3,0,0,0,0,E09000022,E09000015,119000,18200,100000,19300,89,0.0,22261.285639223726
708,Lambeth,00AY,Havering,00AR,49,0,9,15,9,0,16,0,0,0,0,0,E09000022,E09000016,119000,18200,114000,17400,49,0.0,26471.11024757019
709,Lambeth,00AY,Hillingdon,00AS,466,0,117,61,16,0,253,3,13,3,0,0,E09000022,E09000017,119000,18200,113000,17600,466,0.0,24731.2776333108
710,Lambeth,00AY,Hounslow,00AT,898,0,202,351,35,0,260,6,26,9,6,3,E09000022,E09000018,119000,18200,101000,16500,898,0.0,17299.787543646613
711,Lambeth,00AY,Islington,00AU,4149,0,2232,847,265,4,408,30,115,185,51,12,E09000022,E09000019,119000,18200,82000,18700,4149,0.0,10544.474112499958
712,Lambeth,00AY,Kensington and Chelsea,00AW,4368,0,1737,756,829,8,530,47,149,261,51,0,E09000022,E09000020,119000,18200,75000,25900,4368,0.0,7357.124466627845
713,Lambeth,00AY,Kingston upon Thames,00AX,527,0,31,229,54,0,185,5,9,14,0,0,E09000022,E09000021,119000,18200,77000,19500,527,0.0,13831.20219400879
714,Lambeth,00AY,Lambeth,00AY,36385,9873,3732,1852,5278,200,7155,491,349,1300,5912,243,E09000022,E09000022,119000,18200,119000,18200,0,1e-10,0.0
715,Lambeth,00AY,Lewisham,00AZ,1344,0,95,152,344,3,628,22,22,51,24,3,E09000022,E09000023,119000,18200,113000,18000,1344,0.0,6840.99076239406
716,Lambeth,00AY,Merton,00BA,1830,0,286,364,273,0,728,35,38,63,34,9,E09000022,E09000024,119000,18200,96000,18500,1830,0.0,7345.165616046484
717,Lambeth,00AY,Newham,00BB,380,0,138,46,43,0,125,3,11,3,11,0,E09000022,E09000025,119000,18200,88000,15300,380,0.0,13534.948404370165
718,Lambeth,00AY,Redbridge,00BC,123,0,39,19,14,0,45,0,0,3,0,3,E09000022,E09000026,119000,18200,118000,17200,123,0.0,19916.222901974215
719,Lambeth,00AY,Richmond upon Thames,00BD,855,0,87,385,46,0,255,7,48,18,9,0,E09000022,E09000027,119000,18200,94000,23400,855,0.0,13544.952776595757
720,Lambeth,00AY,Southwark,00BE,8267,0,1550,1163,1826,23,2168,128,126,491,771,21,E09000022,E09000028,119000,18200,97000,16900,8267,0.0,3821.698308480076
721,Lambeth,00AY,Sutton,00BF,803,0,68,214,66,0,403,11,17,20,4,0,E09000022,E09000029,119000,18200,98000,17600,803,0.0,11006.387775786558
722,Lambeth,00AY,Tower Hamlets,00BG,3414,0,1951,499,149,8,526,25,88,133,29,6,E09000022,E09000030,119000,18200,76000,19100,3414,0.0,9010.381492532542
723,Lambeth,00AY,Waltham Forest,00BH,185,0,78,26,32,0,42,0,4,0,3,0,E09000022,E09000031,119000,18200,99000,16600,185,0.0,17233.210725640543
724,Lambeth,00AY,Wandsworth,00BJ,8028,0,805,1144,1810,28,2852,161,117,512,577,22,E09000022,E09000032,119000,18200,143000,21700,8028,0.0,4722.3459174688605
725,Lambeth,00AY,Westminster,00BK,24349,0,11452,4068,4473,65,1522,169,481,1074,998,47,E09000022,E09000033,119000,18200,95000,21900,24349,0.0,7248.985776994101
726,Lewisham,00AZ,City of London,00AA,7251,0,793,5317,413,11,400,53,114,113,23,14,E09000023,E09000001,113000,18000,12000,38300,7251,0.0,8901.877167039722
727,Lewisham,00AZ,Barking and Dagenham,00AB,164,0,23,17,5,0,107,9,0,0,3,0,E09000023,E09000002,113000,18000,56000,16200,164,0.0,15060.643712449062
728,Lewisham,00AZ,Barnet,00AC,271,0,84,61,36,0,67,9,8,0,6,0,E09000023,E09000003,113000,18000,159000,18700,271,0.0,22835.771268314445
729,Lewisham,00AZ,Bexley,00AD,1170,0,22,128,157,3,783,41,10,14,9,3,E09000023,E09000004,113000,18000,112000,18300,1170,0.0,11389.80376446521
730,Lewisham,00AZ,Brent,00AE,332,0,89,84,12,0,105,4,13,0,22,3,E09000023,E09000005,113000,18000,127000,16500,332,0.0,21113.59831429577
731,Lewisham,00AZ,Bromley,00AF,6677,0,51,546,2012,23,3179,301,90,99,363,13,E09000023,E09000006,113000,18000,164000,19100,6677,0.0,9848.803547280075
732,Lewisham,00AZ,Camden,00AG,4963,0,897,2959,399,9,450,39,89,99,15,7,E09000023,E09000007,113000,18000,101000,19800,4963,0.0,14483.900386973726
733,Lewisham,00AZ,Croydon,00AH,2457,0,122,670,328,3,1181,67,46,20,14,6,E09000023,E09000008,113000,18000,153000,18300,2457,0.0,11339.820782313713
734,Lewisham,00AZ,Ealing,00AJ,457,0,136,82,39,3,165,8,12,9,3,0,E09000023,E09000009,113000,18000,141000,17500,457,0.0,23105.33879147516
735,Lewisham,00AZ,Enfield,00AK,133,0,23,44,14,0,52,0,0,0,0,0,E09000023,E09000010,113000,18000,128000,17500,133,0.0,23024.074251521695
736,Lewisham,00AZ,Greenwich,00AL,4555,0,85,243,1173,13,2392,129,48,142,321,9,E09000023,E09000011,113000,18000,91000,18600,4555,0.0,6019.048225723239
737,Lewisham,00AZ,Hackney,00AM,1231,0,229,459,112,6,341,16,25,31,9,3,E09000023,E09000012,113000,18000,72000,17700,1231,0.0,11947.329965986477
738,Lewisham,00AZ,Hammersmith and Fulham,00AN,1114,0,442,344,33,3,236,10,28,15,3,0,E09000023,E09000013,113000,18000,83000,21000,1114,0.0,14867.044341532906
739,Lewisham,00AZ,Haringey,00AP,277,0,61,60,17,3,121,6,3,0,6,0,E09000023,E09000014,113000,18000,90000,19100,277,0.0,16925.705334936352
740,Lewisham,00AZ,Harrow,00AQ,83,0,38,17,0,0,28,0,0,0,0,0,E09000023,E09000015,113000,18000,100000,19300,83,0.0,27794.11484746387
741,Lewisham,00AZ,Havering,00AR,93,0,9,25,0,0,56,3,0,0,0,0,E09000023,E09000016,113000,18000,114000,17400,93,0.0,21034.178341404346
742,Lewisham,00AZ,Hillingdon,00AS,238,0,50,56,9,0,110,6,7,0,0,0,E09000023,E09000017,113000,18000,113000,17600,238,0.0,31302.918919576703
743,Lewisham,00AZ,Hounslow,00AT,365,0,82,139,16,0,116,0,9,0,3,0,E09000023,E09000018,113000,18000,101000,16500,365,0.0,24140.6763047818
744,Lewisham,00AZ,Islington,00AU,2669,0,568,1471,160,0,307,21,53,72,11,6,E09000023,E09000019,113000,18000,82000,18700,2669,0.0,12777.830920426055
745,Lewisham,00AZ,Kensington and Chelsea,00AW,1791,0,491,833,132,3,217,12,54,40,3,6,E09000023,E09000020,113000,18000,75000,25900,1791,0.0,13315.703711206908
746,Lewisham,00AZ,Kingston upon Thames,00AX,181,0,8,91,6,0,70,3,3,0,0,0,E09000023,E09000021,113000,18000,77000,19500,181,0.0,19724.074859797638
747,Lewisham,00AZ,Lambeth,00AY,5685,0,244,1773,1225,6,2007,117,105,139,62,7,E09000023,E09000022,113000,18000,119000,18200,5685,0.0,6840.99076239406
748,Lewisham,00AZ,Lewisham,00AZ,35169,8350,831,2375,4839,339,10519,956,307,619,5837,197,E09000023,E09000023,113000,18000,113000,18000,0,1e-10,0.0
749,Lewisham,00AZ,Merton,00BA,583,0,78,139,47,0,278,16,19,3,3,0,E09000023,E09000024,113000,18000,96000,18500,583,0.0,13023.17256152764
750,Lewisham,00AZ,Newham,00BB,657,0,159,92,50,0,296,24,11,14,11,0,E09000023,E09000025,113000,18000,88000,15300,657,0.0,9622.939243670586
751,Lewisham,00AZ,Redbridge,00BC,141,0,22,26,13,0,74,3,0,0,3,0,E09000023,E09000026,113000,18000,118000,17200,141,0.0,16675.979173667372
752,Lewisham,00AZ,Richmond upon Thames,00BD,259,0,16,139,15,3,64,3,9,3,7,0,E09000023,E09000027,113000,18000,94000,23400,259,0.0,20312.760764675448
753,Lewisham,00AZ,Southwark,00BE,11118,0,420,3313,2321,33,3915,289,165,257,385,20,E09000023,E09000028,113000,18000,97000,16900,11118,0.0,4721.78902458067
754,Lewisham,00AZ,Sutton,00BF,406,0,11,128,18,3,222,12,9,0,3,0,E09000023,E09000029,113000,18000,98000,17600,406,0.0,14548.978458138265
755,Lewisham,00AZ,Tower Hamlets,00BG,3949,0,1692,984,178,3,795,55,70,127,31,14,E09000023,E09000030,113000,18000,76000,19100,3949,0.0,7570.616567964304
756,Lewisham,00AZ,Waltham Forest,00BH,236,0,26,61,24,0,107,9,3,3,0,3,E09000023,E09000031,113000,18000,99000,16600,236,0.0,16221.735996480778
757,Lewisham,00AZ,Wandsworth,00BJ,1901,0,145,554,229,0,850,36,46,29,9,3,E09000023,E09000032,113000,18000,143000,21700,1901,0.0,11538.651795780337
758,Lewisham,00AZ,Westminster,00BK,13727,0,1928,8735,1479,21,945,96,236,224,49,14,E09000023,E09000033,113000,18000,95000,21900,13727,0.0,12138.572984356035
759,Merton,00BA,City of London,00AA,6051,0,2479,3052,43,15,301,18,75,43,15,10,E09000024,E09000001,96000,18500,12000,38300,6051,0.0,13714.247883106176
760,Merton,00BA,Barking and Dagenham,00AB,34,0,13,6,0,0,15,0,0,0,0,0,E09000024,E09000002,96000,18500,56000,16200,34,0.0,27368.522136763884
761,Merton,00BA,Barnet,00AC,181,0,89,16,9,0,52,3,3,3,3,3,E09000024,E09000003,96000,18500,159000,18700,181,0.0,22940.24241290593
762,Merton,00BA,Bexley,00AD,56,0,3,7,3,0,40,0,3,0,0,0,E09000024,E09000004,96000,18500,112000,18300,56,0.0,24281.76723186024
763,Merton,00BA,Brent,00AE,251,0,87,37,9,0,106,6,6,0,0,0,E09000024,E09000005,96000,18500,127000,16500,251,0.0,17241.811879077966
764,Merton,00BA,Bromley,00AF,316,0,24,30,16,0,222,15,3,3,3,0,E09000024,E09000006,96000,18500,164000,19100,316,0.0,17822.045175228835
765,Merton,00BA,Camden,00AG,2952,0,1432,1112,40,9,232,13,60,47,7,0,E09000024,E09000007,96000,18500,101000,19800,2952,0.0,15428.0586794541
766,Merton,00BA,Croydon,00AH,3193,0,479,183,574,6,1649,124,48,48,72,10,E09000024,E09000008,96000,18500,153000,18300,3193,0.0,9779.91240739334
767,Merton,00BA,Ealing,00AJ,554,0,190,45,14,0,265,9,19,6,6,0,E09000024,E09000009,96000,18500,141000,17500,554,0.0,15590.566830771146
768,Merton,00BA,Enfield,00AK,49,0,11,10,0,0,22,6,0,0,0,0,E09000024,E09000010,96000,18500,128000,17500,49,0.0,27878.548982210927
769,Merton,00BA,Greenwich,00AL,176,0,29,37,12,0,80,6,3,6,3,0,E09000024,E09000011,96000,18500,91000,18600,176,0.0,18980.948240182923
770,Merton,00BA,Hackney,00AM,454,0,246,128,3,3,59,6,5,4,0,0,E09000024,E09000012,96000,18500,72000,17700,454,0.0,18362.179352455776
771,Merton,00BA,Hammersmith and Fulham,00AN,2310,0,1055,176,136,3,726,39,87,73,8,7,E09000024,E09000013,96000,18500,83000,21000,2310,0.0,9601.712224793007
772,Merton,00BA,Haringey,00AP,143,0,70,20,14,3,27,0,0,6,0,3,E09000024,E09000014,96000,18500,90000,19100,143,0.0,21016.089249243458
773,Merton,00BA,Harrow,00AQ,68,0,28,9,0,0,31,0,0,0,0,0,E09000024,E09000015,96000,18500,100000,19300,68,0.0,23156.96734970056
774,Merton,00BA,Havering,00AR,20,0,3,3,0,0,14,0,0,0,0,0,E09000024,E09000016,96000,18500,114000,17400,20,0.0,33641.507470948345
775,Merton,00BA,Hillingdon,00AS,532,0,46,34,15,0,414,3,17,3,0,0,E09000024,E09000017,96000,18500,113000,17600,532,0.0,22623.18215855105
